Iteration, Loss, PSNR_noisy, PSNR_gt 
00222, 0.011219, 19.500558, 26.187159, 23.405715 
00223, 0.011227, 19.497304, 26.166079, 23.443489 
00224, 0.011249, 19.488680, 26.139214, 23.480519 
00225, 0.011190, 19.511599, 26.234214, 23.518078 
00226, 0.011169, 19.519936, 26.263661, 23.554661 
00227, 0.011126, 19.536417, 26.346438, 23.591525 
00228, 0.011109, 19.543340, 26.375470, 23.628429 
00229, 0.011117, 19.540031, 26.364474, 23.664595 
00230, 0.011130, 19.535230, 26.319197, 23.700661 
00231, 0.011099, 19.547211, 26.405365, 23.736902 
00232, 0.011075, 19.556500, 26.416597, 23.772565 
00233, 0.011105, 19.544820, 26.385493, 23.808502 
00234, 0.011087, 19.552007, 26.385877, 23.843647 
00235, 0.011063, 19.561421, 26.455740, 23.879192 
00236, 0.011047, 19.567633, 26.466471, 23.914094 
00237, 0.011037, 19.571424, 26.497459, 23.949094 
00238, 0.011016, 19.579831, 26.522849, 23.983776 
00239, 0.011012, 19.581183, 26.535187, 24.018212 
00240, 0.010969, 19.598191, 26.614489, 24.052637 
00241, 0.010947, 19.606990, 26.652390, 24.086836 
00242, 0.010949, 19.606180, 26.654030, 24.120714 
00243, 0.010940, 19.609757, 26.657265, 24.154750 
00244, 0.010926, 19.615311, 26.695517, 24.188412 
00245, 0.010925, 19.615953, 26.680163, 24.221811 
00246, 0.010948, 19.606544, 26.650557, 24.255245 
00247, 0.010966, 19.599711, 26.586177, 24.287954 
00248, 0.011044, 19.568569, 26.473093, 24.320921 
00249, 0.011069, 19.558828, 26.369498, 24.352801 
00250, 0.011131, 19.534486, 26.321170, 24.385199 
00251, 0.010997, 19.587087, 26.510525, 24.416706 
00252, 0.010919, 19.618252, 26.699138, 24.448474 
00253, 0.010918, 19.618446, 26.701392, 24.480183 
00254, 0.010941, 19.609353, 26.624237, 24.510979 
00255, 0.010963, 19.600592, 26.611040, 24.542131 
00256, 0.010886, 19.631358, 26.745813, 24.573057 
00257, 0.010852, 19.645101, 26.808270, 24.603514 
00258, 0.010888, 19.630412, 26.751767, 24.634390 
00259, 0.010892, 19.628745, 26.718553, 24.664565 
00260, 0.010862, 19.641004, 26.792914, 24.694627 
00261, 0.010830, 19.653653, 26.850737, 24.724858 
00262, 0.010850, 19.645889, 26.801839, 24.754580 
00263, 0.010878, 19.634326, 26.751989, 24.784105 
00264, 0.010866, 19.639293, 26.761807, 24.813740 
00265, 0.010900, 19.625670, 26.701373, 24.842605 
00266, 0.010955, 19.603681, 26.579904, 24.871636 
00267, 0.010991, 19.589646, 26.520681, 24.899775 
00268, 0.010896, 19.627484, 26.706375, 24.928392 
00269, 0.010792, 19.668880, 26.912463, 24.956709 
00270, 0.010807, 19.662904, 26.882069, 24.984664 
00271, 0.010834, 19.651996, 26.821210, 25.012671 
00272, 0.010799, 19.666267, 26.889151, 25.040190 
00273, 0.010774, 19.676263, 26.949281, 25.067885 
00274, 0.010770, 19.677670, 26.938880, 25.095411 
00275, 0.010757, 19.683111, 26.976071, 25.122536 
00276, 0.010738, 19.690586, 27.003820, 25.149820 
00277, 0.010742, 19.689350, 26.998620, 25.176832 
00278, 0.010737, 19.691105, 26.996458, 25.203391 
00279, 0.010728, 19.694851, 27.029490, 25.230307 
00280, 0.010704, 19.704398, 27.055731, 25.256813 
00281, 0.010726, 19.695671, 27.028718, 25.282970 
00282, 0.010765, 19.679819, 26.917861, 25.309202 
00283, 0.010825, 19.655596, 26.817782, 25.334734 
00284, 0.010817, 19.658932, 26.804553, 25.360271 
00285, 0.010846, 19.647237, 26.777244, 25.385495 
00286, 0.010753, 19.684759, 26.949982, 25.410537 
00287, 0.010716, 19.699820, 27.026026, 25.435575 
00288, 0.010704, 19.704551, 27.069838, 25.460445 
00289, 0.010714, 19.700347, 27.014092, 25.484837 
00290, 0.010722, 19.697064, 27.020676, 25.509362 
00291, 0.010671, 19.717961, 27.117623, 25.533783 
00292, 0.010627, 19.735972, 27.210785, 25.558020 
00293, 0.010632, 19.733937, 27.201092, 25.582160 
00294, 0.010655, 19.724301, 27.139429, 25.606166 
00295, 0.010634, 19.732992, 27.189082, 25.629985 
00296, 0.010590, 19.751001, 27.280076, 25.653826 
00297, 0.010592, 19.750321, 27.271101, 25.677459 
00298, 0.010595, 19.749056, 27.257541, 25.700945 
00299, 0.010583, 19.753758, 27.287376, 25.724412 
00300, 0.010581, 19.754851, 27.285230, 25.747559 
00301, 0.010569, 19.759588, 27.305622, 25.770709 
00302, 0.010559, 19.763742, 27.332304, 25.793665 
00303, 0.010554, 19.765968, 27.338575, 25.816632 
00304, 0.010582, 19.754444, 27.273277, 25.839261 
00305, 0.010646, 19.728069, 27.119362, 25.861409 
00306, 0.010758, 19.682605, 26.893239, 25.883814 
00307, 0.010906, 19.623523, 26.567136, 25.904500 
00308, 0.010970, 19.597811, 26.499508, 25.926062 
00309, 0.010806, 19.663275, 26.771799, 25.946613 
00310, 0.010755, 19.683742, 26.921930, 25.967256 
00311, 0.010817, 19.659026, 26.783364, 25.987797 
00312, 0.010721, 19.697777, 26.962858, 26.007769 
00313, 0.010639, 19.731168, 27.174520, 26.027743 
00314, 0.010710, 19.701997, 26.998042, 26.047748 
00315, 0.010625, 19.736829, 27.185198, 26.067812 
00316, 0.010594, 19.749418, 27.255001, 26.087510 
00317, 0.010620, 19.738700, 27.184934, 26.107302 
00318, 0.010550, 19.767672, 27.347073, 26.127362 
00319, 0.010561, 19.762903, 27.318171, 26.146969 
00320, 0.010546, 19.769212, 27.343866, 26.166695 
00321, 0.010508, 19.784705, 27.420628, 26.186436 
00322, 0.010520, 19.779861, 27.393771, 26.205887 
00323, 0.010487, 19.793607, 27.469778, 26.225546 
00324, 0.010469, 19.800870, 27.504423, 26.245125 
00325, 0.010479, 19.796692, 27.474466, 26.264439 
00326, 0.010449, 19.809212, 27.537197, 26.283814 
00327, 0.010434, 19.815691, 27.568877, 26.303010 
00328, 0.010442, 19.812353, 27.553253, 26.322228 
00329, 0.010413, 19.824110, 27.613633, 26.341411 
00330, 0.010410, 19.825678, 27.609514, 26.360315 
00331, 0.010406, 19.827284, 27.629443, 26.379277 
00332, 0.010389, 19.834086, 27.650744, 26.398244 
00333, 0.010391, 19.833472, 27.656062, 26.416931 
00334, 0.010382, 19.837138, 27.661491, 26.435668 
00335, 0.010383, 19.836589, 27.672530, 26.454269 
00336, 0.010405, 19.827581, 27.576512, 26.472609 
00337, 0.010463, 19.803295, 27.489523, 26.490717 
00338, 0.010519, 19.780290, 27.292621, 26.508821 
00339, 0.010683, 19.712918, 27.008220, 26.525854 
00340, 0.010511, 19.783720, 27.326170, 26.543536 
00341, 0.010398, 19.830692, 27.623599, 26.561010 
00342, 0.010410, 19.825420, 27.595529, 26.578367 
00343, 0.010468, 19.801389, 27.414522, 26.595451 
00344, 0.010493, 19.790945, 27.411851, 26.612398 
00345, 0.010383, 19.836830, 27.638059, 26.629158 
00346, 0.010421, 19.820891, 27.542952, 26.646265 
00347, 0.010490, 19.792277, 27.394323, 26.662617 
00348, 0.010389, 19.834064, 27.628220, 26.679485 
00349, 0.010373, 19.840833, 27.648504, 26.696026 
00350, 0.010427, 19.818402, 27.534868, 26.712591 
00351, 0.010363, 19.844997, 27.677124, 26.728987 
00352, 0.010315, 19.865482, 27.790907, 26.745491 
00353, 0.010348, 19.851257, 27.714119, 26.761801 
00354, 0.010326, 19.860565, 27.743722, 26.778141 
00355, 0.010287, 19.877128, 27.858414, 26.794572 
00356, 0.010292, 19.875044, 27.835885, 26.810662 
00357, 0.010298, 19.872408, 27.805604, 26.826979 
00358, 0.010283, 19.878672, 27.847438, 26.842888 
00359, 0.010275, 19.882287, 27.864679, 26.859119 
00360, 0.010286, 19.877485, 27.818268, 26.874976 
00361, 0.010313, 19.866318, 27.777984, 26.891013 
00362, 0.010345, 19.852897, 27.654735, 26.906340 
00363, 0.010403, 19.828435, 27.547376, 26.922297 
00364, 0.010449, 19.809234, 27.411380, 26.936906 
00365, 0.010431, 19.816861, 27.476257, 26.952400 
00366, 0.010330, 19.859118, 27.713386, 26.967181 
00367, 0.010271, 19.883789, 27.864314, 26.982387 
00368, 0.010302, 19.870894, 27.777930, 26.997504 
00369, 0.010322, 19.862551, 27.725216, 27.011999 
00370, 0.010270, 19.884292, 27.858374, 27.027074 
00371, 0.010243, 19.895673, 27.922580, 27.041766 
00372, 0.010252, 19.891860, 27.887327, 27.056428 
00373, 0.010255, 19.890613, 27.887459, 27.071137 
00374, 0.010230, 19.901138, 27.935505, 27.085768 
00375, 0.010202, 19.912947, 28.018404, 27.100474 
00376, 0.010195, 19.916049, 28.031770, 27.115036 
00377, 0.010205, 19.911758, 27.984060, 27.129564 
00378, 0.010201, 19.913561, 28.009982, 27.143981 
00379, 0.010187, 19.919682, 28.019283, 27.158463 
00380, 0.010171, 19.926569, 28.079865, 27.172795 
00381, 0.010164, 19.929555, 28.077569, 27.187204 
00382, 0.010183, 19.921108, 28.031622, 27.201235 
00383, 0.010192, 19.917595, 27.992551, 27.215407 
00384, 0.010202, 19.913147, 27.987040, 27.229402 
00385, 0.010234, 19.899563, 27.848780, 27.243245 
00386, 0.010341, 19.854417, 27.671178, 27.256834 
00387, 0.010372, 19.841299, 27.476290, 27.269942 
00388, 0.010428, 19.817992, 27.477456, 27.283185 
00389, 0.010234, 19.899475, 27.855782, 27.296104 
00390, 0.010221, 19.905018, 27.908813, 27.309654 
00391, 0.010347, 19.851708, 27.639040, 27.321973 
00392, 0.010283, 19.878705, 27.738278, 27.334943 
00393, 0.010194, 19.916713, 28.002780, 27.347715 
00394, 0.010179, 19.922738, 28.047030, 27.360604 
00395, 0.010202, 19.913021, 27.946347, 27.373549 
00396, 0.010194, 19.916742, 27.993007, 27.386154 
00397, 0.010147, 19.936737, 28.112244, 27.399064 
00398, 0.010144, 19.937872, 28.097280, 27.411665 
00399, 0.010166, 19.928441, 28.048997, 27.424502 
00400, 0.010142, 19.938651, 28.108371, 27.437222 
00401, 0.010099, 19.957056, 28.212707, 27.450064 
00402, 0.010121, 19.947867, 28.151389, 27.462589 
00403, 0.010119, 19.948540, 28.148656, 27.475231 
00404, 0.010082, 19.964622, 28.259132, 27.487849 
00405, 0.010082, 19.964505, 28.231413, 27.500344 
00406, 0.010078, 19.966450, 28.245745, 27.512837 
00407, 0.010066, 19.971296, 28.290368, 27.525497 
00408, 0.010068, 19.970388, 28.247001, 27.537702 
00409, 0.010065, 19.971871, 28.275658, 27.550293 
00410, 0.010056, 19.975602, 28.285668, 27.562428 
00411, 0.010077, 19.966556, 28.220432, 27.575075 
00412, 0.010131, 19.943526, 28.082630, 27.586660 
00413, 0.010173, 19.925701, 27.954607, 27.598951 
00414, 0.010246, 19.894577, 27.764441, 27.609947 
00415, 0.010297, 19.872853, 27.656619, 27.621852 
00416, 0.010233, 19.899995, 27.807292, 27.632735 
00417, 0.010132, 19.942975, 28.077508, 27.644307 
00418, 0.010150, 19.935492, 28.053357, 27.655859 
00419, 0.010163, 19.929827, 27.959457, 27.666504 
00420, 0.010138, 19.940542, 28.085296, 27.678219 
00421, 0.010062, 19.973218, 28.267287, 27.689293 
00422, 0.010062, 19.973221, 28.249346, 27.700277 
00423, 0.010101, 19.956382, 28.160937, 27.711823 
00424, 0.010077, 19.966526, 28.201449, 27.722522 
00425, 0.010021, 19.991012, 28.378455, 27.733784 
00426, 0.010030, 19.986820, 28.319053, 27.745066 
00427, 0.010055, 19.975994, 28.249891, 27.755717 
00428, 0.010024, 19.989731, 28.354114, 27.766972 
00429, 0.009988, 20.005249, 28.423168, 27.778068 
00430, 0.010003, 19.998586, 28.389830, 27.788927 
00431, 0.010006, 19.997600, 28.383593, 27.800142 
00432, 0.009979, 20.009113, 28.438408, 27.810952 
00433, 0.009967, 20.014431, 28.480621, 27.821930 
00434, 0.009968, 20.013891, 28.468880, 27.833036 
00435, 0.009968, 20.014095, 28.454144, 27.843776 
00436, 0.009962, 20.016440, 28.485730, 27.854749 
00437, 0.009938, 20.026837, 28.532085, 27.865562 
00438, 0.009940, 20.026130, 28.528340, 27.876309 
00439, 0.009948, 20.022747, 28.495690, 27.887197 
00440, 0.009953, 20.020505, 28.497944, 27.897818 
00441, 0.009966, 20.014789, 28.407714, 27.908555 
00442, 0.010041, 19.982133, 28.255449, 27.918762 
00443, 0.010133, 19.942659, 27.928974, 27.929098 
00444, 0.010387, 19.835065, 27.377483, 27.938340 
00445, 0.010277, 19.881504, 27.628775, 27.948243 
00446, 0.010127, 19.945231, 27.967217, 27.957501 
00447, 0.010205, 19.911761, 27.867977, 27.967074 
00448, 0.010159, 19.931483, 27.896661, 27.976229 
00449, 0.010030, 19.987203, 28.298636, 27.985272 
00450, 0.010033, 19.985728, 28.302142, 27.994867 
00451, 0.010076, 19.967023, 28.128560, 28.004135 
00452, 0.010007, 19.996929, 28.371858, 28.013369 
00453, 0.009989, 20.004845, 28.395814, 28.023024 
00454, 0.010013, 19.994222, 28.305080, 28.032350 
00455, 0.009952, 20.020792, 28.510197, 28.041705 
00456, 0.009958, 20.018420, 28.470434, 28.051401 
00457, 0.009972, 20.012026, 28.419385, 28.060738 
00458, 0.009919, 20.035235, 28.571246, 28.070124 
00459, 0.009922, 20.034202, 28.555182, 28.079803 
00460, 0.009933, 20.029336, 28.509330, 28.089080 
00461, 0.009901, 20.043122, 28.596810, 28.098467 
00462, 0.009894, 20.046399, 28.623637, 28.108103 
00463, 0.009896, 20.045525, 28.595158, 28.117484 
00464, 0.009884, 20.050457, 28.643426, 28.126949 
00465, 0.009869, 20.057342, 28.675560, 28.136508 
00466, 0.009868, 20.057623, 28.659716, 28.145845 
00467, 0.009864, 20.059559, 28.689272, 28.155220 
00468, 0.009849, 20.066013, 28.705702, 28.164742 
00469, 0.009843, 20.068766, 28.723196, 28.174026 
00470, 0.009842, 20.068989, 28.740874, 28.183498 
00471, 0.009834, 20.072660, 28.726891, 28.192869 
00472, 0.009825, 20.076537, 28.770555, 28.202172 
00473, 0.009821, 20.078619, 28.777144, 28.211580 
00474, 0.009822, 20.078054, 28.757366, 28.220787 
